City,State/Province,Country/Region,Customer Lat,Customer Lon
Overland Park,Kansas,United States,38.9742502,-94.6851702
Hickory,North Carolina,United States,35.7333312,-81.3442915
San Angelo,Texas,United States,31.4649685,-100.4405094
Marion,Iowa,United States,41.3144108,-93.1010141
Morgan Hill,California,United States,37.130408,-121.6544974
Murray,Kentucky,United States,36.6106122,-88.3021092
Antioch,California,United States,38.0093296,-121.8106925
Richardson,Texas,United States,32.9481789,-96.7297206
Fremont,Nebraska,United States,41.4338363,-96.4960449
Greenwood,Indiana,United States,39.6136987,-86.1095429
Homestead,Florida,United States,25.4718946,-80.4759905
Torrance,California,United States,33.8371392,-118.3413606
Apple Valley,California,United States,34.5008311,-117.1858759
Goldsboro,North Carolina,United States,35.3848841,-77.9927651
Nashua,New Hampshire,United States,42.7656251,-71.4677032
Deer Park,Texas,United States,29.7052284,-95.1238204
Tuscaloosa,Alabama,United States,33.2095614,-87.5675258
Ormond Beach,Florida,United States,29.2854132,-81.0557921
Keller,Texas,United States,32.9299655,-97.2271249
Hoover,Alabama,United States,33.350293,-86.851123
Muskogee,Oklahoma,United States,35.6630196,-95.3927706
Rogers,Arkansas,United States,36.334857,-94.1193816
Pompano Beach,Florida,United States,26.2378597,-80.1247667
Fairfield,California,United States,38.2493581,-122.039966
Oak Park,Michigan,United States,42.4595317,-83.1821445
New Brunswick,New Jersey,United States,40.4936119,-74.4436416
Greeley,Colorado,United States,40.4233142,-104.7091322
Kissimmee,Florida,United States,28.2918995,-81.4075838
Sanford,Florida,United States,28.8117345,-81.2680223
Danville,Illinois,United States,40.125222,-87.6304614
Westminster,California,United States,33.7578725,-117.9859054
Mansfield,Texas,United States,32.563487,-97.1420308
Fargo,North Dakota,United States,46.877229,-96.789821
Laurel,Maryland,United States,39.0984317,-76.8485094
Bellingham,Washington,United States,48.7544012,-122.478836
Missouri City,Texas,United States,29.6185669,-95.5377215
Pearland,Texas,United States,29.5639758,-95.2864299
Rochester Hills,Michigan,United States,42.6583661,-83.1499322
Maple Grove,Minnesota,United States,45.0984983,-93.4419222
Chapel Hill,North Carolina,United States,35.9131542,-79.05578
Commerce City,Colorado,United States,39.8083196,-104.9338675
Wheeling,West Virginia,United States,40.0639616,-80.7209149
Citrus Heights,California,United States,38.7071247,-121.2810611
Pico Rivera,California,United States,33.9830688,-118.096735
San Mateo,California,United States,37.496904,-122.3330573
Waterloo,Iowa,United States,42.498275,-92.3328743
Elkhart,Indiana,United States,41.6012796,-85.8590603
Loveland,Colorado,United States,40.3977612,-105.07498
Inglewood,California,United States,33.9562003,-118.353132
La Mesa,California,United States,32.7678288,-117.0230839
Modesto,California,United States,37.6393419,-120.9968892
Independence,Missouri,United States,39.0924792,-94.4137923
Clovis,New Mexico,United States,34.405472,-103.2050709
Grand Island,Nebraska,United States,40.924271,-98.338685
Melbourne,Florida,United States,28.0785034,-80.6077908
Pine Bluff,Arkansas,United States,34.2228884,-92.004334
Saint Cloud,Minnesota,United States,45.5616075,-94.1642004
Miramar,Florida,United States,25.9873137,-80.2322706
Mentor,Ohio,United States,41.6664781,-81.3399769
Meridian,Idaho,United States,43.6086295,-116.392326
Danville,California,United States,37.8225892,-122.0008254
Springdale,Arkansas,United States,36.1867442,-94.1288142
Sunnyvale,California,United States,37.3688301,-122.036349
Coachella,California,United States,33.6794956,-116.17628
Aberdeen,South Dakota,United States,45.4649805,-98.487813
Jupiter,Florida,United States,26.9342246,-80.0942087
Dublin,California,United States,37.7021521,-121.9357918
Grove City,Ohio,United States,39.8814519,-83.0929645
Elyria,Ohio,United States,41.3673191,-82.1073583
Hagerstown,Maryland,United States,39.6430455,-77.7191081
Saginaw,Michigan,United States,43.4200387,-83.9490365
College Station,Texas,United States,30.6183939,-96.3455991
Ontario,California,United States,34.065846,-117.64843
Renton,Washington,United States,47.4799078,-122.2034496
Canton,Michigan,United States,42.7269261,-84.6433146
Summerville,South Carolina,United States,33.0186699,-80.1762704
Gladstone,Missouri,United States,39.2214765,-94.5719748
Whittier,California,United States,33.9749136,-118.0338664
Abilene,Texas,United States,32.44645,-99.7475905
Burlington,Iowa,United States,40.8126922,-91.1020205
Palatine,Illinois,United States,42.1105502,-88.0434304
Oak Park,Illinois,United States,41.8878145,-87.7887615
Port Orange,Florida,United States,29.1386874,-80.9968286
Danbury,Connecticut,United States,41.394817,-73.4540111
Everett,Washington,United States,47.9793437,-122.2127011
